Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Status
lima-hand-embroidered-kaftan-terra-kt-8313b,,,,,,,,,Free Size,,Add Belt + INR 4500,,,,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/untitled_capture1749-1.jpg?v=1705822110,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lima-hand-embroidered-kaftan-terra-kt-8313b,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/untitled_capture1707-1.jpg?v=1705822110,3,,,,,,,,,,,,,,,,,,,,,,,,,,
lima-hand-embroidered-kaftan-terra-kt-8313b,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/artboard_34_copy_6_1-1.png?v=1705822110,4,,,,,,,,,,,,,,,,,,,,,,,,,,
lima-hand-embroidered-kaftan-terra-kt-8313b,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/artboard_34_copy_7_1-1.png?v=1705822110,5,,,,,,,,,,,,,,,,,,,,,,,,,,
lima-hand-embroidered-kaftan-terra-kt-8313b,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/untitled_capture1741-1.jpg?v=1705822110,6,,,,,,,,,,,,,,,,,,,,,,,,,,
lima-hand-embroidered-kaftan-terra-kt-8313b,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/untitled_capture1705-1.jpg?v=1705822110,7,,,,,,,,,,,,,,,,,,,,,,,,,,
lima-hand-embroidered-kaftan-terra-kt-8313b,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/untitled_capture1732-1.jpg?v=1705822110,8,,,,,,,,,,,,,,,,,,,,,,,,,,
lima-hand-embroidered-kaftan-terra-kt-8313b,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/artboard_34_copy_5_2-1.png?v=1705822110,9,,,,,,,,,,,,,,,,,,,,,,,,,,
lima-hand-embroidered-kaftan-terra-kt-8313b,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/untitled_capture1713-1.jpg?v=1705822110,10,,,,,,,,,,,,,,,,,,,,,,,,,,
lima-hand-embroidered-kaftan-terra-kt-8313b,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/untitled_capture1711-1.jpg?v=1705822110,11,,,,,,,,,,,,,,,,,,,,,,,,,,
aisha-silk-dress-fuchsia-rose-dr-9107a,Aisha Silk Dress - Fuchsia Rose,"<p>An eri silk patchwork ankle length dress with a boat neck, 3/4th sleeves and pockets detailed with fine hand pintucks in our bespoke handwoven eri silk with broad stripes in handwovne tonal chambrays and metallic yarn. The dress can be dressed up or down as needed for the occasion.</p>",SALE IS LIVE ,,Dresses,Copy AI,TRUE,Top Size,XS,,,,,DR-9107A-XS,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/3631_149.jpg?v=1705822090,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
aisha-silk-dress-fuchsia-rose-dr-9107a,,,,,,,,,S,,,,,DR-9107A-S,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/3604_142.jpg?v=1705822090,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
aisha-silk-dress-fuchsia-rose-dr-9107a,,,,,,,,,M,,,,,DR-9107A-M,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/3614_146.jpg?v=1705822090,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
aisha-silk-dress-fuchsia-rose-dr-9107a,,,,,,,,,L,,,,,DR-9107A-L,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/3610_144_2aaa886b-09bc-43cf-a7a5-15d12a5a3787.jpg?v=1705822090,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
aisha-silk-dress-fuchsia-rose-dr-9107a,,,,,,,,,XL,,,,,DR-9107A-XL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/3605_143.jpg?v=1705822090,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
aisha-silk-dress-fuchsia-rose-dr-9107a,,,,,,,,,XXL,,,,,DR-9107A-XXL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/3622_151.jpg?v=1705822090,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,
aisha-silk-dress-fuchsia-rose-dr-9107a,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/3633_150.jpg?v=1705822090,7,,,,,,,,,,,,,,,,,,,,,,,,,,
aisha-silk-dress-fuchsia-rose-dr-9107a,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/3628_148.jpg?v=1705822090,8,,,,,,,,,,,,,,,,,,,,,,,,,,
misaki-botanical-linen-dress-ash,Misaki Botanical Linen Dress - Ash,"<p>Soft botanical printed handloom linen dress with boat neck, pockets, subtle gathers at the waist and 3/4th sleeves finished with self-woven pop-colored selvedge at the hem and sleeves. Perfect for an outdoor summer activity or a relaxed evening look.</p>",SALE IS LIVE ,,Dresses,Copy AI,TRUE,Size,XS,,,,,DR-8623C-XS,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/EditedArtboard41.jpg?v=1705822070,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
misaki-botanical-linen-dress-ash,,,,,,,,,S,,,,,DR-8623C-S,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/EditedArtboard44.jpg?v=1705822070,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
misaki-botanical-linen-dress-ash,,,,,,,,,M,,,,,DR-8623C-M,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/EditedArtboard43.jpg?v=1705822070,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
misaki-botanical-linen-dress-ash,,,,,,,,,L,,,,,DR-8623C-L,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/EditedArtboard40.jpg?v=1705822070,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
misaki-botanical-linen-dress-ash,,,,,,,,,XL,,,,,DR-8623C-XL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/EditedArtboard45.jpg?v=1705822070,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
misaki-botanical-linen-dress-ash,,,,,,,,,XXL,,,,,DR-8623C-XXL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/EditedArtboard42.jpg?v=1705822070,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,
runa-linen-shift-dress-rose-dr-8711b,Runa Linen Shift Dress - Rose,"<p>A classic linen shift dress with a shirt collar, short sleeves and a zipper.</p>",SALE IS LIVE ,,Dresses,Copy AI,TRUE,Size,XS,,,,,DR-8711B-XS,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/74.jpg?v=1705822054,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
runa-linen-shift-dress-rose-dr-8711b,,,,,,,,,S,,,,,DR-8711B-S,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/73.jpg?v=1705822054,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
runa-linen-shift-dress-rose-dr-8711b,,,,,,,,,M,,,,,DR-8711B-M,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/71.jpg?v=1705822054,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
runa-linen-shift-dress-rose-dr-8711b,,,,,,,,,L,,,,,DR-8711B-L,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/72.jpg?v=1705822054,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
runa-linen-shift-dress-rose-dr-8711b,,,,,,,,,XL,,,,,DR-8711B-XL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/75.jpg?v=1705822054,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
runa-linen-shift-dress-rose-dr-8711b,,,,,,,,,XXL,,,,,DR-8711B-XXL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
mika-botanical-wrap-dress-ash-dr-8611c,Mika Botanical Wrap Dress - Ash,"<p>An elegant wrap dress in our soft handwoven linen finished with a pop coloured woven selvedge; printed in a hand-illustrated multi-coloured floral bouquet print. The dress has pockets, 3/4th sleeves with a slight puff and adjustable buttons with linen fabric detailed with thread embroidery.</p>",SALE IS LIVE ,,Dresses,Copy AI,TRUE,Size,XS,,,,,DR-8611C-XS,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/MikaWrapDress.jpg?v=1705822041,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
mika-botanical-wrap-dress-ash-dr-8611c,,,,,,,,,S,,,,,DR-8611C-S,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan1915copy.jpg?v=1705822041,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
mika-botanical-wrap-dress-ash-dr-8611c,,,,,,,,,M,,,,,DR-8611C-M,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5556.jpg?v=1705822041,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
mika-botanical-wrap-dress-ash-dr-8611c,,,,,,,,,L,,,,,DR-8611C-L,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5538.jpg?v=1705822041,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
mika-botanical-wrap-dress-ash-dr-8611c,,,,,,,,,XL,,,,,DR-8611C-XL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5547.jpg?v=1705822041,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
mika-botanical-wrap-dress-ash-dr-8611c,,,,,,,,,XXL,,,,,DR-8611C-XXL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/miko.jpg?v=1705822041,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,
mika-botanical-wrap-dress-ash-dr-8611c,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/miko-1.jpg?v=1705822041,7,,,,,,,,,,,,,,,,,,,,,,,,,,
misaki-botanical-linen-dress-ivory,Misaki Botanical Linen Dress - Ivory,"<p>Soft botanical printed handloom linen dress with boat neck, pockets, subtle gathers at the waist and 3/4th sleeves finished with self-woven pop-colored selvedge at the hem and sleeves. Perfect for an outdoor summer activity or a relaxed evening look.</p>",SALE IS LIVE ,,Dresses,Copy AI,TRUE,Size,XS,,,,,DR-8623A-XS,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/EditedArtboard31.jpg?v=1705822022,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
misaki-botanical-linen-dress-ivory,,,,,,,,,S,,,,,DR-8623A-S,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/EditedArtboard32.jpg?v=1705822022,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
misaki-botanical-linen-dress-ivory,,,,,,,,,M,,,,,DR-8623A-M,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/EditedArtboard29.jpg?v=1705822022,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
misaki-botanical-linen-dress-ivory,,,,,,,,,L,,,,,DR-8623A-L,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/EditedArtboard30.jpg?v=1705822022,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
misaki-botanical-linen-dress-ivory,,,,,,,,,XL,,,,,DR-8623A-XL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/EditedArtboard28.jpg?v=1705822022,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
misaki-botanical-linen-dress-ivory,,,,,,,,,XXL,,,,,DR-8623A-XXL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/EditedArtboard33.jpg?v=1705822022,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,
rysa-sleeveless-silk-dress-sage-grey-dr-9111b,Rysa Sleeveless Silk Dress - Sage Grey,"<p>A sleeveless ankle length dress in our bespoke handwoven handwoven eri silk with broad woven stripes and metallic yarn. The Rysa dress is designed in panels placed in horizontal and vertical directions, with a key-hole at the back and one side slit. The Rysa dress pairs beautifully with our silk blazers and hand-embroidered overlays.</p>",SALE IS LIVE ,,Dresses,Copy AI,TRUE,Top Size,XS,,,,,DR-9111B-XS,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/4576_19.jpg?v=1705822006,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
rysa-sleeveless-silk-dress-sage-grey-dr-9111b,,,,,,,,,S,,,,,DR-9111B-S,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/4589_22.jpg?v=1705822006,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
rysa-sleeveless-silk-dress-sage-grey-dr-9111b,,,,,,,,,M,,,,,DR-9111B-M,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/4578_20.jpg?v=1705822006,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
rysa-sleeveless-silk-dress-sage-grey-dr-9111b,,,,,,,,,L,,,,,DR-9111B-L,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/4588_21.jpg?v=1705822006,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
rysa-sleeveless-silk-dress-sage-grey-dr-9111b,,,,,,,,,XL,,,,,DR-9111B-XL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/4565_18.jpg?v=1705822006,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
rysa-sleeveless-silk-dress-sage-grey-dr-9111b,,,,,,,,,XXL,,,,,DR-9111B-XXL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/4572_23.jpg?v=1705822006,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,
nazrin-asymmetrical-silk-dress-fuchsia-rose-dr-9116a,Nazrin Asymmetrical Silk Dress - Fuchsia Rose,<p>An asymmetric kaftan style dress in our statement handwoven soft eri silk with broad woven stripes in tonal chambrays and metallic yarn/zari - wear it as a dress or pair it with the Sisa silk pants.</p>,SALE IS LIVE ,,Dresses,Copy AI,TRUE,Size,Free Size,,,,,DR-9116A,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/4462_321.jpg?v=1705821989,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
nazrin-asymmetrical-silk-dress-fuchsia-rose-dr-9116a,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/4474_323.jpg?v=1705821989,2,,,,,,,,,,,,,,,,,,,,,,,,,,
nazrin-asymmetrical-silk-dress-fuchsia-rose-dr-9116a,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/4481_325.jpg?v=1705821989,3,,,,,,,,,,,,,,,,,,,,,,,,,,
nazrin-asymmetrical-silk-dress-fuchsia-rose-dr-9116a,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/4478_324.jpg?v=1705821989,4,,,,,,,,,,,,,,,,,,,,,,,,,,
nazrin-asymmetrical-silk-dress-fuchsia-rose-dr-9116a,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/4487_327.jpg?v=1705821989,5,,,,,,,,,,,,,,,,,,,,,,,,,,
insha-kaftan-dress-dr-3400a,Insha Kaftan Dress,<p>Metallic striped handloom linen kaftan with horizontal stripes along the top half and vertical stripes from the under bust . This kaftan dress is detailed with a intricate gold lattice/jaali detail below the neckline and silk cuffs.</p>,SALE IS LIVE ,,Dresses,Copy AI,TRUE,Top Size,XS,,,,,DR- 3400A-XS,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/17.1_1.jpg?v=1705821975,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
insha-kaftan-dress-dr-3400a,,,,,,,,,S,,,,,DR- 3400A-S,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/17.2_1.jpg?v=1705821975,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
insha-kaftan-dress-dr-3400a,,,,,,,,,M,,,,,DR- 3400A-M,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/17.3_1.jpg?v=1705821975,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
insha-kaftan-dress-dr-3400a,,,,,,,,,L,,,,,DR- 3400A-L,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/17.4_1.jpg?v=1705821975,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
insha-kaftan-dress-dr-3400a,,,,,,,,,XL,,,,,DR- 3400A-XL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/17.5_1.jpg?v=1705821975,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
insha-kaftan-dress-dr-3400a,,,,,,,,,XXL,,,,,DR- 3400A-XXL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
eza-pintucked-linen-dress-ivory-dr-8603a,Eza Pintucked Linen Dress - Ivory,"<p>A statement, yet comfortable boat-neck A-line dress with fine pintucks stitched down from the neckline. The Eza Dress has been designed with 3/4th sleeves and comfortable pockets in our yarn-dyed handwoven linen with multi-coloured and metallic zari stripes woven along the hemline.</p>",SALE IS LIVE ,,Dresses,Copy AI,TRUE,Size,S/M,Add Slip,No Slip,,,DR-8603A-S/M,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5964.jpg?v=1705821966,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
eza-pintucked-linen-dress-ivory-dr-8603a,,,,,,,,,S/M,,Add Slip + INR 1600,,,,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5966.jpg?v=1705821966,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
eza-pintucked-linen-dress-ivory-dr-8603a,,,,,,,,,L/XL,,No Slip,,,DR-8603A-L/XL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5969.jpg?v=1705821966,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
eza-pintucked-linen-dress-ivory-dr-8603a,,,,,,,,,L/XL,,Add Slip + INR 1600,,,,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5952.jpg?v=1705821966,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
eza-pintucked-linen-dress-ivory-dr-8603a,,,,,,,,,XXL/3XL,,No Slip,,,DR-8603A-XXL/3XL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5956.jpg?v=1705821966,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
eza-pintucked-linen-dress-ivory-dr-8603a,,,,,,,,,XXL/3XL,,Add Slip + INR 1600,,,,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5975.jpg?v=1705821966,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,
eza-pintucked-linen-dress-ivory-dr-8603a,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5976.jpg?v=1705821966,7,,,,,,,,,,,,,,,,,,,,,,,,,,
nia-stripe-linen-dress-ash-dr-8608c,Nia Stripe Linen Dress - Ash,<p>A perennial boat neck dress with intricate hand pintucking on yarn-dyed handwoven linen with multicoloured &amp; metallic zari stripes placed asymmetrically. The Nia dress is finished with running stitches along the neckline and hand-made fabric covered buttons with hand embroidered details in pop coloured threads.</p>,SALE IS LIVE ,,Dresses,Copy AI,TRUE,Size,XS,,,,,DR-8608C-XS,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5578.jpg?v=1705821946,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
nia-stripe-linen-dress-ash-dr-8608c,,,,,,,,,S,,,,,DR-8608C-S,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5602.jpg?v=1705821946,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
nia-stripe-linen-dress-ash-dr-8608c,,,,,,,,,M,,,,,DR-8608C-M,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5604.jpg?v=1705821946,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
nia-stripe-linen-dress-ash-dr-8608c,,,,,,,,,L,,,,,DR-8608C-L,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5608.jpg?v=1705821946,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
nia-stripe-linen-dress-ash-dr-8608c,,,,,,,,,XL,,,,,DR-8608C-XL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5619.jpg?v=1705821946,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
nia-stripe-linen-dress-ash-dr-8608c,,,,,,,,,XXL,,,,,DR-8608C-XXL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5586.jpg?v=1705821946,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,
nia-stripe-linen-dress-ash-dr-8608c,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5590.jpg?v=1705821946,7,,,,,,,,,,,,,,,,,,,,,,,,,,
nia-stripe-linen-dress-ash-dr-8608c,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5597.jpg?v=1705821946,8,,,,,,,,,,,,,,,,,,,,,,,,,,
nia-stripe-linen-dress-fern-dr-8608b,Nia Stripe Linen Dress - Fern,<p>A perennial boat neck dress with intricate hand pintucking on yarn-dyed handwoven linen with multicoloured &amp; metallic zari stripes placed asymmetrically. The Nia dress is finished with running stitches along the neckline and hand-made fabric covered buttons with hand embroidered details in pop coloured threads.</p>,SALE IS LIVE ,,Dresses,Copy AI,TRUE,Size,XS,,,,,DR-8608B-XS,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5694.jpg?v=1705821922,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
nia-stripe-linen-dress-fern-dr-8608b,,,,,,,,,S,,,,,DR-8608B-S,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5722.jpg?v=1705821922,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
nia-stripe-linen-dress-fern-dr-8608b,,,,,,,,,M,,,,,DR-8608B-M,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5710_ced6958c-b491-42b5-9604-1b07596ad771.jpg?v=1705821922,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
nia-stripe-linen-dress-fern-dr-8608b,,,,,,,,,L,,,,,DR-8608B-L,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5718.jpg?v=1705821922,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
nia-stripe-linen-dress-fern-dr-8608b,,,,,,,,,XL,,,,,DR-8608B-XL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5720.jpg?v=1705821922,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
nia-stripe-linen-dress-fern-dr-8608b,,,,,,,,,XXL,,,,,DR-8608B-XXL,1000,,100,deny,manual,349,1299,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0678/8415/5132/products/Manan5723.jpg?v=1705821922,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,
